0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150
1,-0.67372,-0.67174,-0.67335,-0.67292,-0.67391,-0.67199,-0.67123,-0.6743100000000001,-0.67452,-0.6726800000000001,-0.67313,-0.6705800000000001,-0.67369,-0.6762100000000001,-0.6775,-0.67593,-0.6759,-0.67452,-0.6745,-0.6723399999999999,-0.67208,-0.67355,-0.67387,-0.67404,-0.67616,-0.6749,-0.67453,-0.67453,-0.67419,-0.67613,-0.67638,-0.67723,-0.6764,-0.6772199999999999,-0.67725,-0.67709,-0.67762,-0.67677,-0.67842,-0.67687,-0.67605,-0.67648,-0.67248,-0.6733100000000001,-0.68096,-0.66469,-0.61148,-0.50754,-0.35409,-0.15584,0.08382200000000001,0.28762,0.46428,0.60231,0.7343,0.8562700000000001,1.005,1.1856,1.3574,1.5101,1.6158,1.6538,1.6646,1.6726,1.6784,1.6873,1.6965,1.6993,1.7018,1.7109999999999999,1.7148,1.7214,1.7258,1.7232,1.7263,1.723,1.723,1.7253,1.7224,1.7219,1.7197,1.7169,1.7125,1.7058,1.6892,1.6712,1.6405,1.5948,1.5293,1.4458,1.3452,1.2348,1.1088,1.0002,0.8977799999999999,0.8048,0.70797,0.62655,0.48184,0.33983,0.17147,0.011607,-0.15329,-0.30549,-0.42967,-0.5382399999999999,-0.65685,-0.76078,-0.80819,-0.81893,-0.81411,-0.79613,-0.7758,-0.76918,-0.76742,-0.76058,-0.76359,-0.76002,-0.75422,-0.7482800000000001,-0.74442,-0.7409399999999999,-0.74451,-0.7432300000000001,-0.74612,-0.74764,-0.74566,-0.74624,-0.7467199999999999,-0.74666,-0.7480100000000001,-0.74531,-0.75234,-0.7508600000000001,-0.7487699999999999,-0.75139,-0.75148,-0.75051,-0.75036,-0.75107,-0.74983,-0.74752,-0.7478,-0.74716,-0.7464,-0.74733,-0.74636,-0.74457,-0.7398399999999999,-0.7391
1,-0.5448,-0.54495,-0.54384,-0.54368,-0.5445,-0.54481,-0.54424,-0.54677,-0.54592,-0.5462600000000001,-0.5464100000000001,-0.55005,-0.54906,-0.54779,-0.5441199999999999,-0.54705,-0.54481,-0.54787,-0.54781,-0.55003,-0.55013,-0.55311,-0.5526800000000001,-0.5532100000000001,-0.55288,-0.55356,-0.55169,-0.55215,-0.5495399999999999,-0.54977,-0.54814,-0.54548,-0.54433,-0.54573,-0.54579,-0.54614,-0.5454899999999999,-0.54571,-0.54484,-0.5456,-0.54256,-0.54101,-0.5384,-0.51908,-0.47838,-0.41844,-0.33876999999999996,-0.19630999999999998,-0.30025,0.018201,0.16104000000000002,0.23271,0.38237,0.50683,0.69171,0.9229700000000001,1.2067,1.4669,1.7163,1.8704,1.9482,1.983,2.0024,2.0207,2.0351,2.0362,2.0429,2.0506,2.0709,2.0551,2.0572,2.0637,2.0698,2.0731,2.0773,2.073,2.073,2.0704,2.0608,2.0392,1.9637,1.8303,1.6428,1.4401,1.2646,1.0866,0.89646,0.63827,0.54982,0.47973999999999994,0.20319,-0.031081,-0.26931,-0.40275,-0.5282100000000001,-0.62571,-0.70654,-0.75064,-0.77361,-0.77665,-0.77372,-0.75878,-0.7329600000000001,-0.70349,-0.6825399999999999,-0.67261,-0.66952,-0.6764899999999999,-0.68816,-0.69852,-0.70191,-0.70636,-0.70025,-0.69592,-0.68728,-0.67556,-0.66314,-0.65593,-0.64472,-0.6338699999999999,-0.61859,-0.60007,-0.58241,-0.56613,-0.5543,-0.54369,-0.53883,-0.53561,-0.53414,-0.5359,-0.53898,-0.54093,-0.54488,-0.55167,-0.55999,-0.5645399999999999,-0.5799,-0.59113,-0.59872,-0.60997,-0.62232,-0.6258,-0.6331,-0.63369,-0.63546,-0.6350600000000001,-0.63475,-0.63584,-0.6338699999999999,-0.63388
2,-0.72544,-0.73082,-0.7348399999999999,-0.73774,-0.73827,-0.74385,-0.74578,-0.75024,-0.7495,-0.7460100000000001,-0.74747,-0.74692,-0.74448,-0.7417699999999999,-0.73763,-0.7348600000000001,-0.73244,-0.73196,-0.7307600000000001,-0.7287600000000001,-0.72896,-0.72855,-0.72765,-0.72863,-0.72844,-0.72768,-0.72759,-0.72854,-0.72673,-0.72844,-0.7291,-0.7319899999999999,-0.73245,-0.73385,-0.73259,-0.72097,-0.68743,-0.65775,-0.6201,-0.61148,-0.61234,-0.61997,-0.6278199999999999,-0.61428,-0.5774600000000001,-0.54,-0.52504,-0.51678,-0.51221,-0.46287,-0.37772,-0.28681,0.010091,0.16404000000000002,0.40226,0.6149,0.7944399999999999,1.0117,1.2185,1.4314,1.5749,1.6638,1.6895,1.7022,1.704,1.7148,1.7175,1.7258,1.7243,1.7277,1.7299,1.7321,1.7283,1.732,1.7241,1.7286,1.7286,1.7261,1.7239,1.7184,1.7151,1.7144,1.7179,1.71,1.7055,1.7043,1.693,1.6884,1.6677,1.6392,1.5771,1.4872,1.3534,1.2141,1.0665,0.88655,0.69409,0.49285,0.33100999999999997,0.16546,0.035849,-0.087493,-0.20875,-0.30576,-0.37961,-0.42978,-0.47951000000000005,-0.5094,-0.52499,-0.54059,-0.5564399999999999,-0.5651,-0.5696,-0.57593,-0.58314,-0.5879,-0.57734,-0.5639,-0.5532600000000001,-0.54005,-0.53135,-0.53036,-0.54385,-0.57462,-0.60888,-0.65368,-0.7064,-0.75978,-0.7986800000000001,-0.8241700000000001,-0.8274,-0.8185,-0.80428,-0.79428,-0.7913100000000001,-0.78745,-0.7811,-0.7744800000000001,-0.7602899999999999,-0.74917,-0.7393,-0.73117,-0.72507,-0.72244,-0.72337,-0.72477,-0.72609,-0.7267600000000001,-0.7266100000000001,-0.72742
1,-1.6433,-1.6408,-1.6362,-1.6336,-1.6343,-1.6345,-1.6349,-1.6344,-1.6349,-1.6357,-1.6359,-1.636,-1.6375,-1.6372,-1.6392,-1.6413,-1.6423,-1.6448,-1.6480000000000001,-1.6471,-1.6498,-1.65,-1.6481,-1.6398,-1.6142,-1.5444,-1.4493,-1.3132,-1.124,-0.8694,-0.6186,-0.36782,-0.12754000000000001,0.081402,0.26753000000000005,0.4149,0.52222,0.59723,0.6399,0.6718,0.69196,0.69817,0.71639,0.71486,0.7352,0.72332,0.728,0.7290300000000001,0.73136,0.73529,0.7287600000000001,0.73543,0.72439,0.7255699999999999,0.72522,0.72712,0.7298899999999999,0.7274,0.7244,0.7208399999999999,0.71855,0.70629,0.70498,0.70034,0.70558,0.69704,0.69817,0.6967899999999999,0.6986,0.69362,0.6925,0.69371,0.69486,0.68594,0.68506,0.68034,0.68034,0.6859999999999999,0.68489,0.68767,0.68382,0.68442,0.6815100000000001,0.68395,0.6843100000000001,0.68407,0.67694,0.67914,0.68001,0.67472,0.6712899999999999,0.67589,0.6763899999999999,0.6765399999999999,0.67756,0.67485,0.6775100000000001,0.67952,0.67669,0.6783100000000001,0.68504,0.67437,0.67876,0.67729,0.6783600000000001,0.68207,0.68234,0.67855,0.68228,0.6757,0.67638,0.6784600000000001,0.67804,0.6771,0.68009,0.6722100000000001,0.67715,0.6752100000000001,0.6852,0.6857,0.67328,0.67671,0.66908,0.66084,0.65672,0.63839,0.6198100000000001,0.59231,0.5675899999999999,0.5385300000000001,0.50267,0.45246000000000003,0.37871,0.28324,0.15567999999999999,-0.010047,-0.19279000000000002,-0.42221000000000003,-0.66843,-0.91666,-1.1611,-1.3578,-1.5173,-1.6568,-1.7314,-1.7648,-1.7737,-1.7655,-1.7416,-1.7146
2,-0.76618,-0.76693,-0.76607,-0.76669,-0.76688,-0.7680600000000001,-0.76788,-0.7672800000000001,-0.7671600000000001,-0.76678,-0.76648,-0.76688,-0.7659199999999999,-0.76599,-0.76476,-0.7628,-0.76164,-0.75747,-0.75569,-0.75159,-0.74965,-0.75012,-0.74992,-0.74959,-0.74927,-0.74835,-0.74846,-0.7468,-0.74368,-0.7325,-0.70738,-0.66167,-0.62153,-0.5986600000000001,-0.59072,-0.59113,-0.60215,-0.61201,-0.6019899999999999,-0.59422,-0.5663199999999999,-0.5423399999999999,-0.5168699999999999,-0.47926,-0.41217,-0.30803,-0.22048,-0.067409,0.19502,0.43138999999999994,0.65351,0.88997,1.1083,1.304,1.4887,1.6531,1.7678,1.8234,1.8519,1.8546,1.8658,1.8569,1.8639,1.8637,1.8654,1.8588,1.8606,1.8591,1.8554,1.8418,1.8441,1.8297,1.8261,1.8258,1.8203,1.8151,1.8151,1.8141,1.7955,1.7806,1.733,1.6647,1.5723,1.4491,1.3199,1.1789,1.0204,0.86139,0.70503,0.54395,0.37940999999999997,0.2396,0.12138,-0.0052965,-0.11902,-0.21386,-0.28458,-0.34831,-0.40121,-0.43601999999999996,-0.45658999999999994,-0.47307,-0.48576,-0.48861000000000004,-0.4849,-0.47998999999999997,-0.48246000000000006,-0.4775,-0.47671,-0.47253999999999996,-0.46613000000000004,-0.46246000000000004,-0.4564,-0.46063000000000004,-0.46989,-0.48451000000000005,-0.51925,-0.5659,-0.6098100000000001,-0.65281,-0.6745800000000001,-0.67938,-0.68138,-0.68124,-0.6841,-0.69003,-0.69758,-0.70199,-0.70113,-0.69853,-0.69428,-0.69523,-0.6943600000000001,-0.69591,-0.69709,-0.6984,-0.6984100000000001,-0.6995,-0.6997800000000001,-0.69993,-0.6966899999999999,-0.696,-0.69379,-0.69298,-0.69204,-0.68988,-0.6895,-0.68926,-0.69024,-0.6892699999999999
2,-0.6218600000000001,-0.62225,-0.62298,-0.62316,-0.62568,-0.62467,-0.62802,-0.62853,-0.62948,-0.6300600000000001,-0.62963,-0.62751,-0.62852,-0.6282,-0.62932,-0.62813,-0.62936,-0.6299600000000001,-0.62908,-0.6289399999999999,-0.62915,-0.62862,-0.6281100000000001,-0.62755,-0.62688,-0.6255,-0.6250600000000001,-0.61897,-0.61783,-0.6160100000000001,-0.59523,-0.56603,-0.52355,-0.48413,-0.45343999999999995,-0.43818999999999997,-0.45108000000000004,-0.46142,-0.47165,-0.46443999999999996,-0.44476000000000004,-0.40947,-0.37175,-0.3387,-0.2925,-0.22898000000000002,-0.1467,-0.07067899999999999,-0.022129,0.3653,0.32925,0.51669,0.75738,1.0487,1.3483,1.6046,1.839,1.9989,2.088,2.1342,2.1584,2.1595,2.1598,2.169,2.1716,2.1788,2.1689,2.1658,2.1506,2.1428,2.1338,2.1203,2.1033,2.0768,2.0373,1.9591,1.9591,1.8463,1.7158,1.5412,1.3585,1.1679,0.9666899999999999,0.7774300000000001,0.58432,0.42223,0.26929000000000003,0.11308,0.0079949,-0.11420999999999999,-0.22330999999999998,-0.30049000000000003,-0.36830999999999997,-0.39613000000000004,-0.42782,-0.44783999999999996,-0.45874,-0.47211000000000003,-0.47405,-0.48185,-0.48383999999999994,-0.4923,-0.48863999999999996,-0.48712,-0.49596999999999997,-0.50521,-0.49991,-0.49698000000000003,-0.50093,-0.5080899999999999,-0.52396,-0.54186,-0.56717,-0.5947899999999999,-0.61817,-0.63974,-0.65187,-0.65752,-0.6612100000000001,-0.6621600000000001,-0.66219,-0.6632,-0.66352,-0.66278,-0.65888,-0.6564,-0.65208,-0.64767,-0.64748,-0.6480199999999999,-0.6473,-0.64867,-0.6482600000000001,-0.6483300000000001,-0.64899,-0.64894,-0.6491899999999999,-0.64904,-0.64937,-0.64925,-0.65074,-0.65015,-0.64894,-0.64972,-0.64927,-0.65015,-0.64994,-0.65053,-0.65053,-0.64998
2,-0.68096,-0.68123,-0.6832199999999999,-0.6843199999999999,-0.6852699999999999,-0.6845399999999999,-0.68334,-0.6832,-0.68325,-0.68396,-0.6833899999999999,-0.68186,-0.68286,-0.68187,-0.68216,-0.68179,-0.68078,-0.68203,-0.68185,-0.68211,-0.68176,-0.68234,-0.6822,-0.68142,-0.6815100000000001,-0.6815,-0.6825100000000001,-0.68195,-0.68266,-0.68357,-0.6832600000000001,-0.6854600000000001,-0.6848,-0.68542,-0.67607,-0.65449,-0.6169,-0.56785,-0.52515,-0.50553,-0.49621000000000004,-0.50856,-0.50316,-0.48535,-0.46103,-0.44341,-0.43442,-0.4206,-0.36284,-0.25072,-0.0598,0.14090999999999998,0.40793,0.6522399999999999,0.8740600000000001,1.0878,1.2976,1.5105,1.7178,1.8759,1.9586,1.9821,1.9968,2.006,2.0062,2.0140000000000002,2.0176,2.0131,2.016,2.0192,2.0156,2.0165,2.0138,2.0111,1.9994,1.9865,1.9865,1.9666,1.9414,1.9046,1.8527,1.7694,1.6622,1.5311,1.3782,1.2103,1.0399,0.8789100000000001,0.72353,0.5744600000000001,0.41388,0.27049,0.13030999999999998,-0.004074,-0.12627,-0.24047,-0.33298,-0.40208,-0.45188999999999996,-0.49708,-0.52541,-0.5453100000000001,-0.56107,-0.56707,-0.57255,-0.57945,-0.58219,-0.58211,-0.5754100000000001,-0.5641,-0.55062,-0.5373,-0.50859,-0.49511000000000005,-0.48995,-0.50556,-0.53138,-0.5661,-0.60924,-0.6532100000000001,-0.69134,-0.71775,-0.72741,-0.7262,-0.71799,-0.71378,-0.71053,-0.70162,-0.6854600000000001,-0.66269,-0.63598,-0.6105,-0.5918100000000001,-0.57533,-0.5714199999999999,-0.5708300000000001,-0.5715899999999999,-0.57121,-0.5702,-0.56811,-0.56374,-0.56109,-0.5606300000000001,-0.5602600000000001,-0.56281,-0.56242,-0.56447,-0.5663199999999999,-0.56762,-0.56782
1,-0.58005,-0.58514,-0.59087,-0.59682,-0.60583,-0.6116699999999999,-0.62075,-0.62729,-0.63317,-0.63588,-0.63886,-0.6414,-0.64172,-0.64246,-0.64149,-0.64183,-0.64149,-0.64074,-0.64085,-0.64164,-0.64144,-0.64031,-0.64122,-0.63943,-0.63899,-0.6391600000000001,-0.63862,-0.63958,-0.63943,-0.6368199999999999,-0.63543,-0.63222,-0.63176,-0.6310899999999999,-0.62839,-0.6290899999999999,-0.6279399999999999,-0.62642,-0.6267699999999999,-0.62684,-0.62713,-0.6262300000000001,-0.62636,-0.62456,-0.6248600000000001,-0.61706,-0.60173,-0.55077,-0.46843,-0.36423,-0.2565,-0.16050999999999999,-0.073876,0.0901,0.33585,0.60116,0.74558,0.81758,0.88856,0.96675,1.0897,1.2646,1.4358,1.6272,1.7937,1.8552,1.8833,1.8957,1.8896,1.8909,1.892,1.8845,1.8869999999999998,1.8909,1.8839,1.8838,1.8838,1.8889,1.8874,1.879,1.8801,1.8681,1.8721,1.8607,1.8356,1.8048,1.7516,1.6777,1.5969,1.476,1.357,1.2251,1.1124,0.9985200000000001,0.87389,0.76477,0.6701,0.47852,0.24029,-0.026246,-0.22616,-0.36373,-0.5110399999999999,-0.64977,-0.75064,-0.79989,-0.8105100000000001,-0.8076399999999999,-0.7966300000000001,-0.77974,-0.75136,-0.73847,-0.7249800000000001,-0.71824,-0.71599,-0.71339,-0.71192,-0.70786,-0.70338,-0.70029,-0.69479,-0.69302,-0.68863,-0.68752,-0.68418,-0.68237,-0.6779999999999999,-0.67905,-0.67775,-0.6776399999999999,-0.67832,-0.67711,-0.67364,-0.67274,-0.67183,-0.67205,-0.6725800000000001,-0.67247,-0.67199,-0.67095,-0.6661600000000001,-0.6655,-0.66197,-0.65782,-0.65781,-0.65658,-0.65489,-0.65295,-0.6527,-0.65241
2,-1.1162,-1.1125,-1.114,-1.1148,-1.1131,-1.1107,-1.1099,-1.1104,-1.1099,-1.1119,-1.1125,-1.1116,-1.1142,-1.1156,-1.1039,-1.0758,-1.0123,-0.9455399999999999,-0.8583200000000001,-0.78598,-0.71133,-0.68367,-0.67398,-0.6833600000000001,-0.68612,-0.69123,-0.68375,-0.67991,-0.67506,-0.66032,-0.66217,-0.66669,-0.66373,-0.61862,-0.53763,-0.40717,-0.24356999999999998,-0.036487,0.17132,0.34721,0.49736,0.63746,0.76807,0.8740000000000001,0.96545,1.0433,1.1172,1.1824,1.2021,1.2293,1.2494,1.2509,1.2567,1.2516,1.25,1.2488,1.2546,1.2614,1.2581,1.2616,1.2568,1.2717,1.2619,1.2605,1.2623,1.2635,1.2504,1.2538,1.2409999999999999,1.2486,1.2501,1.2546,1.2472,1.2588,1.2435,1.2588,1.2588,1.2544,1.2551,1.2541,1.2603,1.2567,1.258,1.2552,1.2548,1.2341,1.2415,1.2385,1.2388,1.2309,1.2249,1.2109,1.1901,1.1537,1.0991,1.038,0.9476100000000001,0.84259,0.7266699999999999,0.58991,0.44666999999999996,0.30834,0.16422,0.022473,-0.1006,-0.20995999999999998,-0.32603000000000004,-0.42094,-0.51813,-0.60716,-0.67743,-0.73539,-0.7659100000000001,-0.77771,-0.7911,-0.80105,-0.81003,-0.81524,-0.81908,-0.8286899999999999,-0.83326,-0.82824,-0.83154,-0.83035,-0.8325299999999999,-0.8291799999999999,-0.8297200000000001,-0.8296100000000001,-0.82945,-0.8320700000000001,-0.83621,-0.8445,-0.88956,-0.96883,-1.0435,-1.1073,-1.1224,-1.122,-1.1067,-1.0901,-1.0773,-1.0694,-1.0652,-1.0683,-1.0687,-1.0693,-1.0664,-1.0601,-1.0573,-1.0507
2,-1.1909,-1.1898,-1.1856,-1.1863,-1.1822,-1.1838,-1.1837,-1.1854,-1.1857,-1.1872,-1.1851,-1.186,-1.1873,-1.1888,-1.1881,-1.1853,-1.1523,-1.1086,-1.0392,-0.9586,-0.8699,-0.8063100000000001,-0.7759199999999999,-0.75838,-0.7566,-0.7562399999999999,-0.7694,-0.75975,-0.74985,-0.74497,-0.7361800000000001,-0.72811,-0.7327899999999999,-0.73622,-0.71888,-0.66161,-0.5441199999999999,-0.39937,-0.22164,-0.030898000000000002,0.14983,0.30478,0.46007,0.59482,0.72209,0.81653,0.91546,0.9929399999999999,1.0751,1.1163,1.1355,1.1379,1.1502,1.161,1.1565,1.166,1.1721,1.1724,1.1743,1.1779,1.1762,1.1771,1.1734,1.1794,1.1866,1.1835,1.1753,1.1816,1.1757,1.1779,1.1855,1.1833,1.1814,1.1806,1.1761,1.1762,1.1762,1.1788,1.1918,1.1911,1.1902,1.1894,1.1811,1.1865,1.186,1.1874,1.1885,1.1895,1.1942,1.1831,1.1947,1.1912,1.1914,1.1929,1.1875,1.1902,1.1862,1.1855,1.1642,1.1437,1.0951,1.024,0.93626,0.81558,0.6809999999999999,0.52899,0.37285999999999997,0.21678000000000003,0.051654,-0.10794000000000001,-0.2465,-0.37345,-0.48733000000000004,-0.59731,-0.68183,-0.76767,-0.82242,-0.87518,-0.90954,-0.93461,-0.94721,-0.95111,-0.9505100000000001,-0.9477,-0.9418,-0.9364899999999999,-0.93075,-0.9260799999999999,-0.9201299999999999,-0.92032,-0.92706,-0.93266,-0.94139,-0.94889,-0.95288,-0.95467,-0.9556,-0.9597899999999999,-0.9589,-0.9605799999999999,-0.96341,-0.96241,-0.9598200000000001,-0.95809,-0.96081,-0.95875,-0.95189,-0.95719,-0.9688100000000001,-0.9785299999999999
1,-2.0366,-2.004,-1.9879,-1.9748,-1.9553,-1.949,-1.9340000000000002,-1.9286,-1.9261,-1.9253,-1.9245,-1.9215,-1.9262,-1.9261,-1.9267,-1.9278,-1.9275,-1.9283,-1.9287,-1.9289,-1.9286,-1.9286,-1.9243,-1.9022,-1.849,-1.7409999999999999,-1.5701,-1.3551,-1.0697,-0.7567699999999999,-0.43616000000000005,-0.128,0.1332,0.32756,0.45745,0.56105,0.61748,0.63208,0.63173,0.63038,0.62726,0.6325,0.62934,0.6241800000000001,0.62166,0.62242,0.6189899999999999,0.61836,0.6200100000000001,0.6187,0.61816,0.61655,0.61221,0.6130399999999999,0.61645,0.6143,0.61164,0.61164,0.60865,0.60521,0.6069899999999999,0.5998,0.60006,0.6015,0.5959800000000001,0.5909,0.59168,0.5908899999999999,0.5928800000000001,0.5879300000000001,0.59301,0.59102,0.58658,0.59219,0.5950300000000001,0.5957899999999999,0.5957899999999999,0.59717,0.59318,0.5945600000000001,0.59417,0.60653,0.60438,0.60088,0.59853,0.59914,0.6035699999999999,0.59932,0.59997,0.5981,0.5986600000000001,0.5990300000000001,0.6026100000000001,0.60363,0.6076600000000001,0.6038100000000001,0.60801,0.60475,0.60634,0.60856,0.60465,0.60502,0.6003,0.6017399999999999,0.6027,0.6028899999999999,0.60134,0.5972,0.59882,0.6070300000000001,0.6063,0.59551,0.60401,0.60711,0.61119,0.6067600000000001,0.6046,0.60824,0.6082,0.6006600000000001,0.6023,0.6086699999999999,0.60496,0.60583,0.61445,0.6219399999999999,0.61585,0.61534,0.61654,0.61016,0.59924,0.5796,0.5634899999999999,0.5411,0.52156,0.46561,0.42978999999999995,0.35966,0.28071,0.17915,0.055064,-0.091846,-0.26247,-0.4626,-0.65646,-0.8585299999999999,-1.0507,-1.2465,-1.4082,-1.5436
1,-0.69391,-0.69075,-0.68366,-0.6761,-0.67594,-0.67414,-0.67198,-0.67097,-0.67028,-0.6701,-0.66967,-0.6698,-0.67174,-0.67267,-0.67407,-0.67483,-0.67495,-0.67573,-0.67789,-0.67289,-0.6741199999999999,-0.66946,-0.6723899999999999,-0.66743,-0.66689,-0.66335,-0.66135,-0.65846,-0.65371,-0.64956,-0.6482,-0.64835,-0.64536,-0.6453899999999999,-0.6443399999999999,-0.64186,-0.643,-0.6433800000000001,-0.64375,-0.64368,-0.6422100000000001,-0.64189,-0.64167,-0.64094,-0.63115,-0.60005,-0.52812,-0.44483999999999996,-0.31903000000000004,-0.29634,-0.093613,0.10171000000000001,0.44938999999999996,0.59339,0.74085,0.8676299999999999,1.0107,1.1592,1.3201,1.4769999999999999,1.6242,1.725,1.8256,1.8483,1.8756,1.8995,1.9214,1.9431,1.9526,1.9492,1.9506,1.9486,1.9534,1.9536,1.9527,1.9508,1.9508,1.9497,1.9544,1.9542,1.9541,1.9373,1.8983,1.8222,1.699,1.5436,1.3894,1.2412,1.107,0.9827100000000001,0.87921,0.6754,0.7368600000000001,0.58312,0.28628000000000003,-0.06691,-0.1869,-0.33821,-0.47648999999999997,-0.60932,-0.68914,-0.7236100000000001,-0.7280399999999999,-0.71941,-0.69847,-0.68362,-0.67403,-0.65971,-0.64835,-0.64361,-0.6391100000000001,-0.6287699999999999,-0.61136,-0.59977,-0.58954,-0.57789,-0.5727300000000001,-0.57123,-0.57471,-0.58113,-0.58819,-0.59319,-0.59751,-0.60135,-0.60524,-0.60435,-0.6052,-0.6070399999999999,-0.60654,-0.60878,-0.60677,-0.60887,-0.6089600000000001,-0.60706,-0.60663,-0.60597,-0.60336,-0.60004,-0.59934,-0.5969399999999999,-0.59658,-0.59425,-0.5935199999999999,-0.59245,-0.59104,-0.59005,-0.58894,-0.5868899999999999,-0.5865100000000001,-0.58917
1,-0.67835,-0.67799,-0.67523,-0.67281,-0.67206,-0.6705899999999999,-0.67077,-0.67301,-0.6724600000000001,-0.67381,-0.6724899999999999,-0.6744399999999999,-0.67481,-0.67571,-0.67677,-0.67723,-0.67774,-0.67789,-0.67782,-0.6764,-0.67561,-0.67529,-0.67083,-0.6706,-0.66588,-0.66005,-0.65692,-0.65191,-0.64712,-0.64642,-0.64477,-0.6437,-0.6420899999999999,-0.64265,-0.6420600000000001,-0.64127,-0.64115,-0.64167,-0.64226,-0.6416,-0.64244,-0.64295,-0.6430100000000001,-0.62726,-0.57781,-0.49173999999999995,-0.39056,-0.26711,0.066484,0.028078,0.36701999999999996,0.44346,0.66756,0.85885,0.934,1.0334,1.196,1.3949,1.5654,1.719,1.8182,1.8469,1.8730000000000002,1.8904,1.899,1.9041,1.9171,1.9133,1.9123,1.923,1.9272,1.9343,1.9326,1.9294,1.9344,1.9413,1.9413,1.933,1.9259,1.9144,1.8868,1.8385,1.7668,1.6466,1.5163,1.3736,1.226,1.101,0.97816,0.85057,0.7230800000000001,0.59391,0.42991,0.2164,0.018926,-0.18227000000000002,-0.31614000000000003,-0.43443000000000004,-0.51686,-0.6009899999999999,-0.67447,-0.7167,-0.73532,-0.7371800000000001,-0.7251,-0.70668,-0.68918,-0.68032,-0.6725,-0.66838,-0.66413,-0.66214,-0.6593600000000001,-0.65546,-0.65218,-0.64712,-0.63815,-0.6315,-0.62373,-0.62155,-0.61811,-0.6155,-0.61228,-0.6108899999999999,-0.61002,-0.61031,-0.61006,-0.6069,-0.60263,-0.60085,-0.59863,-0.59675,-0.59631,-0.5965600000000001,-0.59587,-0.5945699999999999,-0.59405,-0.59687,-0.60325,-0.6049399999999999,-0.60834,-0.61359,-0.6185,-0.6219,-0.6251,-0.6278600000000001,-0.62826,-0.62968,-0.63332,-0.63281
1,-0.70149,-0.70023,-0.7017,-0.70202,-0.70326,-0.70093,-0.70206,-0.6995,-0.696,-0.69479,-0.69101,-0.68908,-0.6833199999999999,-0.6797,-0.67657,-0.67281,-0.66584,-0.65945,-0.65574,-0.6507,-0.64759,-0.6461100000000001,-0.64418,-0.6418699999999999,-0.64193,-0.64212,-0.6401600000000001,-0.6411100000000001,-0.64166,-0.64381,-0.64317,-0.64568,-0.64632,-0.65067,-0.65472,-0.65813,-0.66151,-0.66425,-0.66415,-0.6626,-0.6523,-0.6139100000000001,-0.53557,-0.39497,-0.25637,-0.13516,0.0057458,0.13995,0.45912,0.74288,0.88305,1.0374,1.2263,1.4296,1.6492,1.8345,1.9514,2.0084,2.0211,2.043,2.0355,2.0349,2.0479,2.0571,2.0751,2.0728,2.0671,2.0682,2.073,2.077,2.0709,2.0749,2.0497,2.0084,1.9337,1.8321,1.8321,1.7069999999999999,1.556,1.3871,1.2504,1.1058,0.97756,0.8565799999999999,0.7248,0.6030300000000001,0.41941000000000006,0.21648,0.062766,-0.0859,-0.20526999999999998,-0.32468,-0.4402,-0.5343399999999999,-0.59363,-0.6280100000000001,-0.64031,-0.64879,-0.65153,-0.65209,-0.65012,-0.6432,-0.6329,-0.62337,-0.6058100000000001,-0.58833,-0.57248,-0.55989,-0.55519,-0.55361,-0.5529999999999999,-0.55402,-0.55291,-0.55016,-0.54366,-0.53563,-0.52476,-0.51603,-0.50175,-0.48641,-0.47978000000000004,-0.47651000000000004,-0.47326,-0.47423000000000004,-0.47985,-0.50111,-0.52749,-0.5502199999999999,-0.5642199999999999,-0.57168,-0.57224,-0.57697,-0.5786,-0.5796899999999999,-0.58232,-0.58217,-0.58268,-0.58232,-0.58109,-0.58233,-0.58404,-0.58416,-0.5815899999999999,-0.58178,-0.5807399999999999,-0.5804699999999999,-0.57902,-0.5786899999999999,-0.5785,-0.57731
